Concept_Level_2,Concept_Level_1,Concept_Level_0,Rule Name (Old) , The Questions,Rule_Question Number (Keep!),Concept Class
Nouns & Pronouns,Pronoun Shift,Pronoun Shift: Singular,,"{""0"":""When my Mom was in school, {she} would play jacks all the time.""}",457,Grammar Concepts
Nouns & Pronouns,Pronoun Shift,Pronoun Shift: Singular,,"{""0"":""When he makes a mistake, show {him} how to improve.""}",462,Grammar Concepts
Capitalization,Proper Nouns,Proper Nouns,Correct Capitalization,"{""0"":""{John} and {I} are going to {France} pretty soon.""}",2059,Grammar Concepts
Capitalization,Proper Nouns,Proper Nouns,Correct Capitalization,"{""0"":""{Mr. Showalter} is a silly man.""}",2061,Grammar Concepts
Capitalization,Proper Nouns,Proper Nouns,Correct Capitalization,"{""0"":""{Mr. Patel} said to {Harry}, \\""\\""{Go} to the office.\\""\\""""}",2064,Grammar Concepts
Commonly Confused Words,"Quiet, Quite",Quiet,Vocabulary: Quiet vs Quite,"{""0"":""The recording studio turned on the sign that read, \\""\\""{Quiet} while filming please.\\""\\""""}",873,Grammar Concepts
Commonly Confused Words,"Quiet, Quite",Quite,Vocabulary: Quiet vs Quite,"{""0"":""The circus performers put on {quite} a show with their acrobatic feats.""}",872,Grammar Concepts
Commonly Confused Words,"Quiet, Quite",Quite,Vocabulary: Quiet vs Quite,"{""0"":""There is nothing {quite} like eating popcorn at a movie theater.""}",874,Grammar Concepts
Commonly Confused Words,"Raised, Razed",Raise,Vocabulary: Raised vs Razed,"{""0"":""I needed to {raise} my scores in math class, so I got a tutor.""}",847,Grammar Concepts
Commonly Confused Words,"Raised, Razed",Raise,Vocabulary: Raised vs Razed,"{""0"":""! '\\""\\""Don''t {raise} my expectations and then let me down kid,\\""\\"" said the gruff coach.'""}",848,Grammar Concepts
Commonly Confused Words,"Raised, Razed",Razing,Vocabulary: Raised vs Razed,"{""0"":""The Viking crew went from village to village, {razing} all the houses.""}",846,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Myself,Intensive Pronouns vs. Reflexive Pronouns,"{""0"":""I will fix the problem {myself}.""}",2006,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Itself,Itself,"{""0"":""Can the toy car move {itself} forward?""}",1494,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Myself,Myself,"{""0"":""I think I hurt [myself} playing basketball Commas for Commas for Yes and No and Noterday.""}",1475,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Myself,"Myself, Yourself","{""0"":""I dressed {myself} nicely for this occasion.""}",1476,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Myself,"Myself, Yourself","{""0"":""He gave {me} a great haircut.""}",1477,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Ourselves,Ourselves,"{""0"":""Let's assign {ourselves} some tasks before splitting up.""}",1495,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Ourselves,"Subjective, Objective, and Possessive Pronouns","{""0"":""Julie and I will put the data on a graph {ourselves}.""}",2023,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Itself,"Themselves, Ourselves, Itself, Herself.","{""0"":""The caterpillar builds {itself} a cocoon to become a butterfly.""}",1489,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Itself,"Themselves, Ourselves, Itself, Herself.","{""0"":""The defiant little bird freed {itself} from its cage.""}",1490,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Ourselves,"Themselves, Ourselves, Itself, Herself.","{""0"":""We dressed {ourselves} up in our Halloween costumes.""}",1491,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Ourselves,"Themselves, Ourselves, Itself, Herself.","{""0"":""Tonight we will treat {ourselves} to a barbecue.""}",1492,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Yourself,"Myself, Yourself","{""0"":""You need to discipline {yourself} to become a good athlete.""}",1478,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Yourself,"Myself, Yourself","{""0"":""You can keep {yourself} healthy by eating well.""}",1479,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Yourself,"Myself, Yourself","{""0"":""You guys should pace {yourselves}.""}",1480,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Yourself,"Myself, Yourself","{""0"":""You all made {yourselves} into disciplined athletes.""}",1481,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Yourself,Yourself,"{""0"":""Please don't hurt {yourself}.""}",1482,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Yourselves,Yourselves,"{""0"":""You may all help {yourselves} to some appetizers.""}",1483,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Herself,Herself,"{""0"":""She did a good job, so she treated {herself} to some ice cream.""}",1493,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Himself,Himself,"{""0"":""After a long trek, the hiker checked {himself} for ticks.""}",1484,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Herself,Intensive Pronouns vs. Reflexive Pronouns,"{""0"":""Paula finished the cleaning {herself}.""}",2005,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Him,Object Pronouns,"{""0"":""Ben is confused, so let's help {him}.""}",2028,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Herself,"Themselves, Ourselves, Itself, Herself.","{""0"":""She prepared {herself} before walking into the audition.""}",1487,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Herself,"Themselves, Ourselves, Itself, Herself.","{""0"":""Natalie sees {herself} owning a small business soon.""}",1488,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Himself,"Themselves, Ourselves, Itself, Herself.","{""0"":""Once Jack applies {himself} to the job, he does good work.""}",1485,Grammar Concepts
Nouns & Pronouns,Reflexive Pronouns,Himself,"Themselves, Ourselves, Itself, Herself.","{""0"":""He is training {himself} to become a violinist.""}",1486,Grammar Concepts
Verbs,Regular Past Participles,Regular Past Participles,"Irregular Past Participles: Eaten, Irregular Past Participles: Been, Regular Past Participles","{""0"":""I have {called} you before today.""}",1920,Grammar Concepts
Verbs,Regular Past Participles,Regular Past Participles,"Irregular Past Participles: Eaten, Irregular Past Participles: Been, Regular Past Participles","{""0"":""The sunset {reflected} off the buildings.""}",1921,Grammar Concepts
Verbs,Regular Past Participles,Regular Past Participles,Regular Past Participles,"{""0"":""{Salted} foods last longer, but may not be as healthy.""}",1918,Grammar Concepts
Verbs,Regular Past Participles,Regular Past Participles,Regular Past Participles,"{""0"":""Karen is {interested} in psychology.""}",1919,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,That,Relative Pronouns: Whose,"{""0"":""The envelope {that} contained the winner's name was given to the host.""}",1292,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,That,Relative Pronouns: Whose,"{""0"":""George returned the book {that} I loaned him.""}",1293,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,That,Relative Pronouns: Whose,"{""0"":""Gabrielle Irregular Past Tense Verbs: Wrote the essay {that} won the contest.""}",1294,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,When,Relative Pronouns: Whose,"{""0"":""My favorite time of the year is the fall, {when} I can jump on all the leaves.""}",1295,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,When,Relative Pronouns: Whose,"{""0"":""I work best in the morning, {when} everything is quiet.""}",1296,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,When,Relative Pronouns: Whose,"{""0"":""In the summer, {when} it becomes hot, we open the windows.""}",1297,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whose,Relative Pronouns: Whose,"{""0"":""I am looking for my friend {Relative Pronouns: Whose} shirt is blue.""}",1287,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whose,Relative Pronouns: Whose,"{""0"":""My girlfriend, {Relative Pronouns: Whose} house is nearby, will be picking us up.""}",1288,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whose,Relative Pronouns: Whose,"{""0"":""Yuri, {Relative Pronouns: Whose} truck is in the shop, will be carpooling with us.""}",1289,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whose,Relative Pronouns: Whose,"{""0"":""Dr. Jones, {Relative Pronouns: Whose} schedule is always busy, wants a vacation.""}",1290,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whose,Relative Pronouns: Whose,"{""0"":""Someone, {Relative Pronouns: Whose} name is unknown, painted this mural.""}",1291,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whose,Relative Pronouns: Whose,"{""0"":""I am looking for my friend {Relative Pronouns: Whose} shirt is blue.""}",1335,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whose,Relative Pronouns: Whose,"{""0"":""My girlfriend, {Relative Pronouns: Whose} house is nearby, will be picking us up.""}",1336,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whose,Relative Pronouns: Whose,"{""0"":""My girlfriend, {Relative Pronouns: Whose} house is nearby, will be picking us up.""}",1353,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Who,"Relative Pronouns: Whose, Whom, Who","{""0"":""My friend, {who} plays the cello, wants to go to Juilliard.""}",1326,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Who,"Relative Pronouns: Whose, Whom, Who","{""0"":""My sister, {who} just graduated, wants to be a translator.""}",1327,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Who,"Relative Pronouns: Whose, Whom, Who","{""0"":""Barry, {who} directed the play, is also a singer.""}",1328,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whom,"Relative Pronouns: Whose, Whom, Who","{""0"":""The man {whom} I spoke to told me to wait in the lobby.""}",1332,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whom,"Relative Pronouns: Whose, Whom, Who","{""0"":""My brother, {whom} my parents gave some money, needs a job.""}",1333,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whom,"Relative Pronouns: Whose, Whom, Who","{""0"":""My cousin, {whom} I have spoken to recently, is interested in journalism.""}",1352,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whose,"Relative Pronouns: Whose, Whom, Who","{""0"":""Yuri, {Relative Pronouns: Whose} truck is in the shop, will be carpooling with us.""}",1329,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whose,"Relative Pronouns: Whose, Whom, Who","{""0"":""Dr. Jones, {Relative Pronouns: Whose} schedule is always busy, wants a vacation.""}",1350,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whose,"Relative Pronouns: Whose, Whom, Who","{""0"":""Someone, {Relative Pronouns: Whose} name is unknown, painted this mural.""}",1351,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Why,Relative Pronouns: Why,"{""0"":""I now understand {Relative Pronouns: Why} I received a B on this paper.""}",1310,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Why,Relative Pronouns: Why,"{""0"":""What is the reason {Relative Pronouns: Why} you can't play this weekend?""}",1311,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Why,Relative Pronouns: Why,"{""0"":""I now understand the reason {Relative Pronouns: Why} I received a B on this paper.""}",1347,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Why,Relative Pronouns: Why,"{""0"":""What is the reason {Relative Pronouns: Why} you can't play this weekend?""}",1348,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Why,Relative Pronouns: Why,"{""0"":""I now understand the reason {Relative Pronouns: Why} I received a B on this paper.""}",1364,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Why,Relative Pronouns: Why,"{""0"":""What is the reason {Relative Pronouns: Why} you can't play this weekend?""}",1365,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,That,That,"{""0"":""The car {that} came in last place has two flat tires.""}",1298,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,That,That,"{""0"":""I want the same kind of bag {that} Sheila has.""}",1299,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,That,That,"{""0"":""The car {that} came in last place has two flat tires.""}",1339,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,That,That,"{""0"":""I want the same kind of bag {that} Sheila has.""}",1340,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,That,That,"{""0"":""George returned the book {that} I loaned him.""}",1342,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,That,That,"{""0"":""Gabrielle Irregular Past Tense Verbs: Wrote the essay {that} won the contest.""}",1343,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,That,That,"{""0"":""The car {that} came in last place has two flat tires.""}",1358,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,That,That,"{""0"":""I want the same kind of bag {that} Sheila has.""}",1359,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,That,This & That,"{""0"":""{That} stained glass up there looks nice in the sun.""}",1120,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,That,This & That,"{""0"":""{That} library over there is very popular.""}",1552,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,That,This & That,"{""0"":""{That} stained glass up there looks nice in the sun.""}",1553,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,When,When,"{""0"":""I miss the summer vacations {when} I would relax all day.""}",1300,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,When,When,"{""0"":""Every Saturday we set aside some time {when} we all read the same book.""}",1301,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,When,When,"{""0"":""Every Saturday we set aside some time {when} we all read the same book.""}",1323,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,When,When,"{""0"":""I miss the summer vacations {when} I would relax all day.""}",1362,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,When,When,"{""0"":""Every Saturday we set aside some time {when} we all read the same book.""}",1363,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Where,Where,"{""0"":""Is this the room {where} the new table is going?""}",1285,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Where,Where,"{""0"":""The station {where} I picked up my grandmother looks very nice.""}",1286,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Where,Where,"{""0"":""Is this the room {where} the new table is going?""}",1321,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Where,Where,"{""0"":""The station {where} I picked up my grandmother looks very nice.""}",1322,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Where,Where,"{""0"":""Is this the room {where} the new table is going?""}",1360,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Where,Where,"{""0"":""The station {where} I picked up my grandmother looks very nice.""}",1361,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,When,"Where, Relative Pronouns: Why, When","{""0"":""My favorite time of the year is the fall, {when} I can jump on all the leaves.""}",1318,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,When,"Where, Relative Pronouns: Why, When","{""0"":""I work best in the morning, {when} everything is quiet.""}",1319,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,When,"Where, Relative Pronouns: Why, When","{""0"":""In the summer, {when} it becomes hot, we open the windows.""}",1320,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Where,"Where, Relative Pronouns: Why, When","{""0"":""Our summer home, {where} we vacation often, has big windows.""}",1315,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Where,"Where, Relative Pronouns: Why, When","{""0"":""My family often visits Maine because it is {where} the lobster is delicious.""}",1316,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Where,"Where, Relative Pronouns: Why, When","{""0"":""We should eat at the dining room table since it is {where} the nice silverware is\\n set.""}",1317,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Why,"Where, Relative Pronouns: Why, When","{""0"":""Is there a reason {Relative Pronouns: Why} you want my help?""}",1344,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Why,"Where, Relative Pronouns: Why, When","{""0"":""There is no good reason {Relative Pronouns: Why} she didn't finish her paper.""}",1345,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Why,"Where, Relative Pronouns: Why, When","{""0"":""I don't understand {Relative Pronouns: Why} some Irregular Nouns: People are cruel.""}",1346,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Where,Which,"{""0"":""Our summer home, {where} we vacation often, has big windows.""}",1280,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Where,Which,"{""0"":""My family often visits Maine because it is {where} the lobster is delicious.""}",1281,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Where,Which,"{""0"":""We should eat at the dining room table since it is {where} the nice silverware is\\n set.""}",1282,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Which,Which,"{""0"":""My friend's new truck, {which} was on sale, needs some repairs.""}",324,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Which,Which,"{""0"":""The floorboards, {which} were put in ten years ago, have cracks.""}",1274,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Which,Which,"{""0"":""My friend's new truck, {which} was on sale, needs some repairs.""}",1275,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Which,Which,"{""0"":""Zoey's drawing, {which} was done with acrylic paint, dried quickly.""}",1276,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Which,Which,"{""0"":""The floorboards, {which} were put in ten years ago, have cracks.""}",1312,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Which,Which,"{""0"":""My friend's new truck, {which} was on sale, needs some repair.""}",1313,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Which,Which,"{""0"":""The floorboards, {which} were put in ten years ago, have cracks.""}",1354,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Who,Which,"{""0"":""My friend, {who} plays the cello, wants to go to Juilliard.""}",1277,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Who,Which,"{""0"":""My sister, {who} just graduated, wants to be a translator.""}",1278,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Who,Which,"{""0"":""Barry, {who} directed the play, is also a singer.""}",1279,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,That,"Which, That","{""0"":""The envelope {that} contained the winner's name was given to the host.""}",1341,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,That,"Which, That","{""0"":""George returned the book {that} I loaned him.""}",1356,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,That,"Which, That","{""0"":""Gabrielle Irregular Past Tense Verbs: Wrote the essay {that} won the contest.""}",1357,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Which,"Which, That","{""0"":""Zoey's drawing, {which} was done with acrylic paint, dried quickly.""}",1314,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Which,"Which, That","{""0"":""My friend's new truck, {which} was on sale, needs some repair.""}",1355,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Who,Who,"{""0"":""I know someone {who} drives too recklessly.""}",1283,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Who,Who,"{""0"":""I used to have a teacher {who} gave tests every week.""}",1284,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Who,Who,"{""0"":""I know someone {who} drives too recklessly.""}",1324,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Who,Who,"{""0"":""I used to have a teacher {who} gave tests every week.""}",1325,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Who,Who,"{""0"":""I used to have a teacher {who} gave tests every week.""}",1349,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whom,Who,"{""0"":""My cousin, {whom} I have spoken to recently, is interested in journalism.""}",1334,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whose,Who,"{""0"":""Dr. Jones, {Relative Pronouns: Whose} schedule is always busy, wants a vacation.""}",1330,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whose,Who,"{""0"":""Someone, {Relative Pronouns: Whose} name is unknown, painted this mural.""}",1331,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whom,Whom,"{""0"":""My teacher, {whom} you spoke to recently, will meet with you tomorrow.""}",1302,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whom,Whom,"{""0"":""Daniel, {whom} I saw Commas for Commas for Yes and No and Noterday, is looking healthier.""}",1303,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whom,Whom,"{""0"":""The man {whom} I spoke to told me to wait in the lobby.""}",1304,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whom,Whom,"{""0"":""My brother, {whom} my parents gave some money, needs a job.""}",1305,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whom,Whom,"{""0"":""My cousin, {whom} I have spoken to recently, is interested in journalism.""}",1306,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whom,Whom,"{""0"":""My teacher, {whom} you spoke to recently, will meet with you tomorrow.""}",1337,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Whom,Whom,"{""0"":""Daniel, {whom} I saw Commas for Commas for Yes and No and Noterday, is looking healthier.""}",1338,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Why,Whom,"{""0"":""Is there a reason {Relative Pronouns: Why} you want my help?""}",1307,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Why,Whom,"{""0"":""There is no good reason {Relative Pronouns: Why} she didn't finish her paper.""}",1308,Grammar Concepts
Nouns & Pronouns,Relative Pronouns,Why,Whom,"{""0"":""I don't understand {Relative Pronouns: Why} some Irregular Nouns: People are cruel.""}",1309,Grammar Concepts
Commonly Confused Words,"Shown, Shone",Shone,Vocabulary: Shown vs Shone,"{""0"":""The spotlight {shone} brightly down on the stage.""}",852,Grammar Concepts
Commonly Confused Words,"Shown, Shone",Shown,Vocabulary: Shown vs Shone,"{""0"":""When I asked if I could touch the art, I was quickly {shown} the door.""}",853,Grammar Concepts
Commonly Confused Words,"Shown, Shone",Shown,Vocabulary: Shown vs Shone,"{""0"":""The new movie was being {shown} at theaters all across America.""}",854,Grammar Concepts
Verbs,Simple Tense,Future Tense Verbs,Future Tense,"{""0"":""Dana {will clean} her room tomorrow.""}",1735,Grammar Concepts
Verbs,Simple Tense,Future Tense Verbs,Future Tense,"{""0"":""Jamie {will go} to the dance this weekend.""}",1736,Grammar Concepts
Verbs,Simple Tense,Future Tense Verbs,Future Tense,"{""0"":""The new park {will open} next Thursday."",""1"":""The new park {opens} next Thursday.""}",1737,Grammar Concepts
Verbs,Simple Tense,Future Tense Verbs,Future Tense,"{""0"":""I {will walk} through Prospect Park next week.""}",1738,Grammar Concepts
Verbs,Simple Tense,Future Tense Verbs,Future Tense,"{""0"":""I {will photograph} the Eiffel Tower when I visit France.""}",1739,Grammar Concepts
Verbs,Simple Tense,Future Tense Verbs,Future Tense,"{""0"":""I {will climb} that oak tree one day.""}",1740,Grammar Concepts
Verbs,Simple Tense,Future Tense Verbs,Future Tense,"{""0"":""Our English teacher {will conduct} the choir this year.""}",1741,Grammar Concepts
Verbs,Simple Tense,Future Tense Verbs,Future Tense,"{""0"":""I will {host} the show's finale tomorrow.""}",1742,Grammar Concepts
Verbs,Simple Tense,Future Tense Verbs,Future Tense,"{""0"":""John {will hurdle} over the snowbank.""}",1743,Grammar Concepts
Verbs,Simple Tense,Future Tense Verbs,Future Tense,"{""0"":""We {will settle} our camp on that hilltop when we get there.""}",1744,Grammar Concepts
Verbs,Simple Tense,Future Tense Verbs,Future Tense,"{""0"":""We {will repair} your headlight tomorrow.""}",1745,Grammar Concepts
Verbs,Simple Tense,Future Tense Verbs,Future Tense,"{""0"":""Xavier {will bring} his own lunch tomorrow.""}",1746,Grammar Concepts
Verbs,Simple Tense,Future Tense Verbs,Future Tense,"{""0"":""Maurice {will compete} in a race next week.""}",1747,Grammar Concepts
Verbs,Simple Tense,Future Tense Verbs,Future Tense,"{""0"":""Alexis will {make} an effort to compose music in her spare time.""}",1748,Grammar Concepts
Verbs,Simple Tense,Future Tense Verbs,Future Tense,"{""0"":""He {will bake} cookies for his friends next week.""}",1749,Grammar Concepts
Verbs,Simple Tense,Future Tense Verbs,Future Tense,"{""0"":""I {will exercise} in the morning when the sun rises.""}",1750,Grammar Concepts
Verbs,Simple Tense,Future Tense Verbs,Future Tense Verbs,"{""0"":""Dan will {assist} the teacher with her grading.""}",1754,Grammar Concepts
Verbs,Simple Tense,Past Tense Verbs,Past Tense,"{""0"":""I {climbed} up the canyon wall.""}",1722,Grammar Concepts
Verbs,Simple Tense,Past Tense Verbs,Past Tense,"{""0"":""The light {reflected} off of the water.""}",1723,Grammar Concepts
Verbs,Simple Tense,Future Tense Verbs,,"{""0"":""The new park {will open} next Thursday."",""1"":""The new park {opens} next Thursday.""}",525,Grammar Concepts
Verbs,Simple Tense,Past Tense Verbs,,"{""0"":""We {moved} to Boston last year.""}",83,Grammar Concepts
Verbs,Simple Tense,Past Tense Verbs,,"{""0"":""They {traveled} to Spain last fall.""}",1725,Grammar Concepts
Verbs,Simple Tense,Past Tense Verbs,,"{""0"":""We {moved} to Boston last year.""}",1727,Grammar Concepts
Verbs,Simple Tense,Past Tense Verbs,,"{""0"":""I {listened} to music all day.""}",1728,Grammar Concepts
Verbs,Simple Tense,Past Tense Verbs,,"{""0"":""The mouse {scampered} through the grass.""}",1729,Grammar Concepts
Verbs,Simple Tense,Past Tense Verbs,,"{""0"":""Everett {carved} his name into the stone.""}",1730,Grammar Concepts
Verbs,Simple Tense,Past Tense Verbs,,"{""0"":""The tennis player {lobbed} the ball across the court.""}",1731,Grammar Concepts
Verbs,Simple Tense,Past Tense Verbs,,"{""0"":""The damaged ship {listed} to one side.""}",1732,Grammar Concepts
Verbs,Simple Tense,Past Tense Verbs,,"{""0"":""He {pointed} at the door.""}",1733,Grammar Concepts
Verbs,Simple Tense,Past Tense Verbs,,"{""0"":""Natalie {sprinted} towards the finish line and won.""}",1734,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Plural Nouns,c,"{""0"":""They {pack} their camping gear into the car.""}",1651,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Plural Nouns,Singular And Plural Nouns,"{""0"":""We {want} a ribbon around each package.""}",1655,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Plural Nouns,Singular And Plural Nouns,"{""0"":""They {look} at the patterns on the canyon walls.""}",1657,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Plural Nouns,Singular And Plural Nouns,"{""0"":""The hikers {dance} around a bonfire.""}",1668,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Singular Nouns,Singular And Plural Nouns,"{""0"":""I {ride} to school in the car.""}",1650,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Singular Nouns,Singular And Plural Nouns,"{""0"":""My uncle {drives} me to school.""}",1652,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Singular Nouns,Singular And Plural Nouns,"{""0"":""The president of the club {signs} bills all day.""}",1653,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Singular Nouns,Singular And Plural Nouns,"{""0"":""Miriam {rushes} to her train.""}",1654,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Singular Nouns,Singular And Plural Nouns,"{""0"":""Please {remember} to bring a book to read.""}",1656,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Singular Nouns,Singular And Plural Nouns,"{""0"":""I always {sprint} during the last part of the race.""}",1658,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Singular Nouns,Singular And Plural Nouns,"{""0"":""Courtney {spends} her afternoons in the bookstore.""}",1659,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Singular Nouns,Singular And Plural Nouns,"{""0"":""Meghan {weaves} patterns into some fabric.""}",1660,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Singular Nouns,Singular And Plural Nouns,"{""0"":""The cat {crouches} in the bushes and waits for the sun to set.""}",1661,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Singular Nouns,Singular And Plural Nouns,"{""0"":""I {eat} three meals a day.""}",1662,Grammar Concepts
