entry,label
"healthy coral reefs have clicks, whoops, and croaks while unhealthy coral reefs do not.",Optimal_1
healthy coral reefs have loud crackling sounds and unhealthy coral reefs are quieter.,Optimal_1
healthy coral have loud crackling sounds and unhealthy coral is a lot quieter.,Optimal_1
a healthy coral reefs have a loud crackling sound unlike an unhealthy reef which is more eerie and quiet.,Optimal_1
"healthy and unhealthy reefs make different types of sounds; for example healthy reefs are louder and sound like a fire, while unhealthy reefs are eerie.",Optimal_1
loud coral reefs show that it is healthy and quiet ones show it is unhealthy.,Optimal_1
"the sound of a healthy coral is loud, crackling sounds like a campfire but an unhealthy reef is a lot quieter.",Optimal_1
"healthy reefs make more loud, crackling sounds compared to unhealthy reefs.",Optimal_1
a healthy reef makes noises at different times of day and an unhealthy reef sounds quiet.,Optimal_1
"healthy coral reefs have loud, crackling noises and unhealthy reefs are quieter.",Optimal_1
"if it's healthy they will hear all sorts of sounds, but if it's not they won't really hear anything.",Optimal_1
healthy coral reefs sound like a lot of animal and unhealthy have no noise.,Optimal_1
healthy reefs make loud crackling sound and unhealthy reefs can sound spooky.,Optimal_1
"they are sounds that indicate if the reef has life, how this can help scientists monitor their health is because healthy reefs include many different sounds while unhealthy reefs don't.",Optimal_1
a healthy coral reef sounds like a campfire with its loud crackling sounds while unhealthy reefs sound quieter.,Optimal_1
healthy Coral Reefs make a loud sound while unhealthy Coral Reefs make a quiet sound.,Optimal_1
"they can analyze healthy coral Reefs, loud crackling sounds while unhealthy Reefs; are quieter.",Optimal_1
"healthy reefs have loud crackling sounds, and unhealthy reefs are eerie and quiet.",Optimal_1
"a healthy reef has lots of animals in it and they all make noises, while unhealthy ones don't.",Optimal_1
a healthy coral reef is noisy and energetic while an unhealthy reef is quiet and eerie.,Optimal_1
"healthy coral reefs are loud, and unhealthy reefs are quiet.",Optimal_1
"if it sounds similar to a campfire with crackling noises, the experts know it's healthy while an unhealthy coral reef has little to no sound compared to a healthy one.",Optimal_1
"they will be able to know when the reef is healthy or not by using the sound of the coral, but healthy coral reefs have a loud cracking sound, but an unhealthy reef will have a spooky eerie sound.",Optimal_1
"a healthy coral reef sounds like crackling fire, while an unhealthy one is quiet.",Optimal_1
"the sounds of a healthy coral reef is very different compared to an unhealthy coral reef, as it sounds like a campfire, while an unhealthy coral reef sounds like a very faint campfire.",Optimal_1
healthy coral reefs produce different sounds all of the time where as unhealthy coral reefs are very eerie and quiet.,Optimal_1
if the coral reef is healthy it will make loud popping noises like a campfire and unhealthy reefs are quieter.,Optimal_1
healthy coral reefs produce crackling sounds while unhealthy ones are silent.,Optimal_1
healthy reefs are loud and crackling but unhealthy are quieter.,Optimal_1
healthy coral reefs make crackling sounds while unhealthy coral reefs are quiet and eerie.,Optimal_1
"the louder the reef the healthier it is, the quieter the reef is tends to be unhealthy.",Optimal_1
if ts quiet it does not have good health if it's loud it has good health.,Optimal_1
when it is degraded and not healthy it will make a different sound that is spooky compared to the healthy coral reef.,Optimal_1
healthy coral reefs sound loud with crackling sounds while unhealthy coral reefs sound eerie and quiet.,Optimal_1
healthy coral reefs produce a crackling sound while unhealthy reefs are much quieter.,Optimal_1
they can hear the good loud sounds made from a healthy reef compared to quiet sounds from an unhealthy coral reef.,Optimal_1
by using the sounds of the coral reefs it can bring attentions to researchers to help the damaged coral reefs as healthy coral reefs sound like a campfire and unhealthy coral reefs are quieter.,Optimal_1
healthy coral reefs make loud sounds and unhealthy reefs sound eerie.,Optimal_1
a healthy loud coral gives of in comparison to an unhealthy silent coral.,Optimal_1
if it's quiet then it's dead but if there's crackling then it's alive.,Optimal_1
"healthy and unhealthy coral produce different sounds, Healthy reefs have loud, crackling sounds and unhealthy reefs sound eerie and quiet.",Optimal_1
a quit coral reef is unhealthy and a coral reef that is making sound is healthy.,Optimal_1
"healthy reefs have lots of animals in them, but degraded reefs sound very quiet.",Optimal_1
the healthy coral made loud click sounds and the unhealthy coral made quiet sounds.,Optimal_1
"a healthy coral reef makes lots of sounds, similar to a campfire, whereas an unhealthy coral reef is quiet.",Optimal_1
different sounds the reefs produce and unhealthy reefs are quieter and healthy reefs are sound like campfires.,Optimal_1
healthy coral reefs produce a loud crackling sound while unhealthy coral reefs are a lot quieter.,Optimal_1
healthy coral reefs make lots of different sounds and unhealthy coral reefs are very quiet.,Optimal_1
"with lively sounds, scientists can tell if the coral reef is healthy, although if it is quiet, it is not so healthy.",Optimal_1
healthy reefs are louder while un-healthy reefs are quieter.,Optimal_1
both the healthy and unhealthy sounds are different as a healthy reef had loud crackling sounds while unhealthy reef sounds eerie and quiet.,Optimal_1
"healthy coral reefs make pops, growls, and croaks from the different animals, while dead coral reefs won't make any noise.",Optimal_1
"healthy reefs make crackling, popping sounds, while unhealthy reefs are relatively quiet.",Optimal_1
corals reefs in a healthy state make loud crackling noises while unhealthy ones don't.,Optimal_1
loud reefs are healthy and quiet reefs are not.,Optimal_1
"if the coral reef has loud, crackling sounds it is healthy and if the coral reefs are quiet, they are unhealthy.",Optimal_1
"they know that in healthy reefs they're able to hear the sound of many animals, unlike an unhealthy reef where the cannot here different animals.",Optimal_1
a healthy coral reef sounds different than an unhealthy one; for example a healthy coral reef has a lot of noise coming from the animals.,Optimal_1
healthy coral reefs produce sounds similar to a campfire while unhealthy reefs produce a quieter noise.,Optimal_1
healthy and unhealthy coral reefs create different sounds like loud and cracking sounds if they're healthy while unhealthy coral reefs are more quiet.,Optimal_1
healthy reefs are loud and sick ones are quiet.,Optimal_1
"the healthy reefs have loud sounds, while the unhealthy reefs are quiet.",Optimal_1
healthy coral reefs sound similar to a campfire but unhealthy reefs are quieter.,Optimal_1
"the healthy reefs have a crackling sound, and an unhealthy reef is eerie and quiet.",Optimal_1
"if a reef is healthy it sounds loud and has a crackling noises similar to a camp fire, but an unhealthy reef sounds dark and eerie.",Optimal_1
healthy coral reefs crackle loudly and unhealthy reefs have this spooky silence.,Optimal_1
healthy reefs are noisier than unhealthy reefs and sound like a campfire crackling.,Optimal_1
"there are major differences between the sound of coral reefs based on health, while the sound of crackling and animals indicates a healthy reef, an unhealthy reef is quiet and eerie.",Optimal_1
"healthy coral reefs produce many sounds unlike unhealthy ones, which produce quieter sounds.",Optimal_1
healthy coral reefs are quieter and unhealthy ones sound eerie.,Optimal_1
healthy reefs have loud crackling sounds whereas unhealthy reefs have a quiet sound.,Optimal_1
health reefs make a loud fire crackling sound while unhealthy reefs make a quite crackling sound.,Optimal_1
healthy coral reefs are loud and unhealthy ones are quieter.,Optimal_1
healthy coral has a crackling sound and it is different to unhealthy coral.,Optimal_1
healthy coral reefs are louder than unhealthy ones.,Optimal_1
healthy coral produce loud crackling sounds and unhealthy reefs are quieter.,Optimal_1
"healthy coral reefs are loud and filled with many different sea creatures, while unhealthy coral reefs are more quiet.",Optimal_1
healthy reefs sound like crackling sounds and unhealthy coral reefs are quiet and eerie.,Optimal_1
"they produce different sounds depending on their health; a healthy reef makes a crackling sound, which am unhealthy reef is more quiet.",Optimal_1
healthy coral reefs produce a different sound than unhealthy coral reefs since healthy coral reefs make louder cracking sound than unhealthy ones.,Optimal_1
"a healthy reef will be loud, full of life but an unhealthy reef is quite and dead.",Optimal_1
"they can analyze the health of the reef based on if the coral has loud, crackling sounds, indicating a healthy coral, or an unhealthy reef, sounding eerie and quiet.",Optimal_1
"healthy reefs sound like a campfire, whereas unhealthy reefs sound quiet.",Optimal_1
healthy reefs are much louder and more active than unhealthy reefs.,Optimal_1
"healthy coral makes loud, crackling sounds and unhealthy coral sounds eerie and quiet.",Optimal_1
they produce different sounds to say if the reef is healthy with loud cracking sounds and unhealthy if they are quiet.,Optimal_1
"healthy coral reefs produce loud crackling sounds while unhealthy reefs have an eerie, quiet sound.",Optimal_1
louder reefs are healthier and full of more life.,Optimal_1
louder reefs are healthier and full of more life.,Optimal_1
healthy coral reefs have a loud crackling sound while a degraded reef is quiet.,Optimal_1
"healthy coral reefs are loud, but unhealthy coral reefs are quieter.",Optimal_1
"healthy corals will make loud sounds, while unhealthy corals will be very quiet.",Optimal_1
healthy coral reefs have loud crackling sounds while unhealthy reefs are quieter.,Optimal_1
"a healthy reef produces lots of noise due to being crowded with animals; whereas, unhealthy reefs are quieter and sound almost spooky.",Optimal_1
"healthy coral reef sounds like a campfire, and unhealthy coral reef are quieter.",Optimal_1
whether the coral reef is healthy or unhealthy it produces different sounds and the different sounds help scientist determine the health like crackling lets them know it is healthy.,Optimal_2
"when they are healthy, they are loud.",Optimal_2
"when the reef is full, there are lots of animals that all make noises which means the reef is healthy because the animals are well and alive.",Optimal_2
"when the coral reefs have loud, crackling sounds they are healthy.",Optimal_2
when the coral is healthy they will have a loud cracking sounds.,Optimal_2
when a coral reef is healthy and thriving there are animals that make different sounds and calls.,Optimal_2
"those loud, crackling sounds indicate a healthy coral reef.",Optimal_2
they want to see the health of the reef and make sure it's not dying; The sounds the reef makes assure that animals are going there to mate and thrive.,Optimal_2
they use these sounds to help attract mates and communicate they are also signs of healthy coral.,Optimal_2
they make popping sounds which shows that the coral reef is healthy.,Optimal_2
they make popping sounds which shows that the coral reef is healthy and they loud like crackling.,Optimal_2
they let scientists know the reef is healthy because they sound different and healthy coral reefs have loud crackling sounds.,Optimal_2
they indicate the presence of life sustaining activities.,Optimal_2
"they have different sounds if it's healthy or not, like how healthy coral reef makes loud cracking sounds as if it were a campfire.",Optimal_2
they emit different sounds like healthy reefs are loud and have crackling sounds.,Optimal_2
they can vital information about the diversity of creatures occupying the reef.,Optimal_2
they can tell how healthy the reef is by its loudness.,Optimal_2
they can hear their crackling sounds which means they are healthy.,Optimal_2
"they can determine if it's healthy or not, by the sound of crackling sounds.",Optimal_2
"they are sounds that indicate if the reef has life, how this can helps scientists monitor their health is by listening to audio recordings of the sounds.",Optimal_2
"they are sounds that indicate if the reef has life, how this can helps scientists monitor their health is because they are the noises of animals, in which they use to find food and mates.",Optimal_2
they are loud and crackling which means its lively.,Optimal_2
"these sounds serve and important purpose they use them to find food, attract mates, and communicate, and they're also good signs of healthy coral reefs.",Optimal_2
"these sounds serve an important purpose, which are pops, clicks, whoops, growls, and croaks, they can tell if the coral is healthy.",Optimal_2
"these sounds serve an important purpose, which are pops, clicks, whoops, growls, and croaks, and they can tell if the coral is healthy.",Optimal_2
these sounds are important because it attracts food for them food and helps them communicate and it also shows that it is healthy,Optimal_2
"These noises may be signs that marine life is utilizing healthy reefs for food gathering, social interaction",Optimal_2
"these are indicators of a healthy coral reef; In particular, healthy reefs sound like a crackling campfire.",Optimal_2
There will be a wide variety of noisy creatures on a healthy reef.,Optimal_2
There are a lot of noisy creatures on healthy reefs.,Optimal_2
"then they can help the reef if they determine if a reef is dying or not, and healthy reefs sound loud and crackling, kind of like a campfire.",Optimal_2
"the use them to find food, attract mates, and communicate and this shows that the coral reef is healthy.",Optimal_2
"the soundscape of a coral reef reflects the diversity and activity of marine life, aiding scientists in assessing the reef's ecological condition.",Optimal_2
the sounds that are produced are different based on if the reef is either healthy or unhealthy and this gives insight into what creatures are able to live in the coral reefs.,Optimal_2
"the sounds serve as a way for coral reefs to find food, attract mates, and communicate which are signs for a healthy coral reef.",Optimal_2
the sounds of the reef sound like a fire cackling and that's how they tell the reef is healthy.,Optimal_2
the sounds of the reef are loud and crackling which are signs of a healthy reef.,Optimal_2
"the sounds of the loud pops, clicks, whoop, growls and croak sounds of the reef reflect on its health.",Optimal_2
"the sounds of growls, croaks, whoops, clicks, and pops are all signs of a healthy coral reef.",Optimal_2
the sounds of different fish in the coral reef makes different noises therefore helping the scientists deciding if its healthy.,Optimal_2
the sounds made by marine animals to find food and attract mates are signs of healthy coral reefs,Optimal_2
"the sounds it makes, like loud, crackling sound, shows there are a lot of fish living there.",Optimal_2
the sounds are marine animals inhabiting the coral reef which is a sign of the reef being healthy.,Optimal_2
"the sound of pops clicks, whoops, growls, and croaks are sounds of healthy coral reefs.",Optimal_2
"The sound of life, which is what constitutes a healthy reef, is indicated by noise.",Optimal_2
the reefs make sounds to help marine animals find food and mates that tell scientists that the reefs are healthy because it can support life.,Optimal_2
the reef pops and clicks indicate a healthy coral reef.,Optimal_2
"The noises of a healthy coral reef are loud and crackling, like those of a wildfire.",Optimal_2
"the noises could be whoops, growls, clicks, pops, and croaks which means it's healthy.",Optimal_2
The more sound there is that means the more fish there are in the reef.,Optimal_2
"the more sound a reef produces, the healthier it is.",Optimal_2
the more loud it is with sounds can depict how healthy it is.,Optimal_2
The marine life that resides on a healthy reef will produce a wide variety of noises.,Optimal_2
"the machine can detect whether or not the reef is housing animals, and the vibrant noises can tell scientists whether or not the coral reef is healthy.",Optimal_2
the louder the noise is the better environment is.,Optimal_2
the louder the coral reefs are is a sign that there healthy.,Optimal_2
"the louder the coral reef's are, the healthier they are.",Optimal_2
the loud crackling sounds means there is a thriving society of fish and more reefs and that needs to be protected.,Optimal_2
the healthy ones will have animals that make noise in it.,Optimal_2
"the healthy coral reefs have a loud, crackling sound.",Optimal_2
the healthier it is the louder the noises of the reef are.,Optimal_2
"The differences in sound between a healthy and an unhealthy reef can help determine weather scientists need to help that reef and some of the key sounds would be a bloop, a pop, or a growl.",Optimal_2
The coral reefs can make a loud sound meaning it heathel.,Optimal_2
"the communication of the marine animals is shown, which allows the scientists to know that they are able to find food and attract mates which is a sign of healthy coral reefs.",Optimal_2
the clicks and words and growls from the coral will tell them that the coral is in good health telling fish where food is..,Optimal_2
"the  sounds of pops, clicks, whoops, growls, and croaks, this shows the marine animals trying to survive.",Optimal_2
"the  sounds of pops, clicks, whoops, growls, and croaks shows that there is still marine life trying survive.",Optimal_2
"Strong, crackling noises like to a bonfire are produced by healthy coral reefs.",Optimal_2
Strong cracking sounds are produced by healthy reefs.,Optimal_2
sound like pop click whoop are signs of healthy coral reefs.,Optimal_2
since all of the animals are making noise it shows they are all healthy.,Optimal_2
"several active sounds, like crackling, represent healthy reefs.",Optimal_2
"several active sounds, like crackling, represent healthy reefs.",Optimal_2
several active sounds represent a lively environment.,Optimal_2
scientists use AI to find coral reefs that have different sounds like if they're a lot of animals that make a lot of noise or if it sounds quiet and spooky.,Optimal_2
"scientists listen to the sounds that the coral make to determine the corals health if the coral pops, clicks, whoops, growls, or croaks it is in good health.",Optimal_2
"scientist asses the reefs for the well-being of the animals by hearing loud, crackling, healthy sounds.",Optimal_2
Robust reefs generate thunderous breaking sounds.,Optimal_2
"pops, clicks, whoops, growls, and croaks which means it's healthy.",Optimal_2
"pops, clicks, whoops, growls, and croaks help scientists determine if a coral reef is healthy.",Optimal_2
"pops, clicks, whoops, growls, and croaks help scientists determine if a coral reef is healthy",Optimal_2
Numerous species on a healthy reef will produce a wide variety of sounds.,Optimal_2
Numerous noisy creatures may be found in healthy reefs.,Optimal_2
noise indicates the presence of living organisms which make up a healthy reef.,Optimal_2
"marine animals use sound to to find, attract mates, and communicate and this is a sign of healthy coral reefs",Optimal_2
Many distinct noises will be produced by a healthy reef with a wide variety of species.,Optimal_2
"Loud, crackling sounds like to a bonfire are characteristic of healthy coral reefs.",Optimal_2
loud coral reefs are a sign of how healthy they are.,Optimal_2
lots of animals make different noises that people can hear and the sounds that reefs make help scientists assess to the health of reefs.,Optimal_2
it will tell scientists whether or not the reef is healthy and populated by underwater flora and fauna by using what sections produce what frequency to predict health reletive to the reef,Optimal_2
It will show the health of the ecosystem through sound mainly for the sounds the other animals make that follow by the reef.,Optimal_2
It will crackle and make varied noises if it is healthy.,Optimal_2
it shows that there are lots of different animals living there which means that they make many different noises throughout the day.,Optimal_2
"it shows how animals use the sounds to find food, attract mates, and communicate this shows signs of healthy coral reefs.",Optimal_2
It should crackle and make various noises if it is healthy.,Optimal_2
It should be cracking and making varied noises if it is healthy.,Optimal_2
"it produces loud, crackling sounds, which generally indicates that the coral reef is in good health.",Optimal_2
"it makes different noises at different time of the day, in paragraph 5 it states, ""A healthy reef is full of lots of animals.. With the Linnean Society.""",Optimal_2
it makes cracking noise that means it healthy.,Optimal_2
it indicates that wild life are around and that the coral is healthy.,Optimal_2
it indicates that there in the wild life and that they are healthy.,Optimal_2
it indicates that animals finding food and attracting mates and that the coral is healthy some sounds like pops and clicks.,Optimal_2
"it helps them understand the health of coral reefs with the sounds like crackling sounds, this helps scientists know what to do to make the environment better.",Optimal_2
"it helps them see how the reef is doing faster and more accurately, and help save the reef because a healthy reef is full of sounds from animals making noise.",Optimal_2
it helps the marine survive in the coral knowing that its habit sounds and looks good enough to live in it.,Optimal_2
it can help scientists monitor its health by learning the sounds a healthy and unhealthy coral makes and a healthy coral reef is full of animals.,Optimal_2
"it can help marine animals communicate, find mates, and find food and can determine if they're healthy or not.",Optimal_2
"it can demonstrate the presence of animals or not, indicating the health of the reef.",Optimal_2
"it aids them to find food, attract mates, while being notified of healthy coral reefs.",Optimal_2
if they make nore noises they are healthier.,Optimal_2
"if they are making a lot of noise, they are healthy.",Optimal_2
"if the sounds have loud crackling sounds like fireworks, they can know that the coral is healthy for animals.",Optimal_2
"if the reef is loud with many animals, it shows the reef is healthy.",Optimal_2
if the reef is full of animal sounds then it is healthy.,Optimal_2
"if the coral pops, clicks, whoops, growls, or croaks it's in good health.",Optimal_2
"if the coral pops, clicks, whoops, growls, or croaks it is in good health.",Optimal_2
If the coral makes loud crackling sounds then it signifies health.,Optimal_2
if the coral is healthy it produces a loud crackling sound.,Optimal_2
if it makes sounds almost like a crackling fire it means that is healthy and full of fish also making some of those noises.,Optimal_2
if it makes a loud sound and crackling sounds like a campfire it is healthy.,Optimal_2
if it is healthy it will be crackling with different sounds.,Optimal_2
if it has sounds coming out it means that there are animals living there and it's good.,Optimal_2
"healthy reefs will sound like a loud, crackling campfire.",Optimal_2
healthy reefs produce loud cracking noises.,Optimal_2
healthy reefs pop and make many sounds.,Optimal_2
healthy reefs make loud crackling sound.,Optimal_2
"healthy reefs have loud, crackling sounds.",Optimal_2
"healthy reefs have loud, crackling sounds similar to a campfire",Optimal_2
healthy reefs have loud cackling sounds similar to a campfire.,Optimal_2
healthy reefs are full of animals that make noises at different times of day and for different reasons,Optimal_2
healthy reefs are full of animals that make noises and you can hear that,Optimal_2
healthy reef is full of animals that make different noises.,Optimal_2
"healthy reef has loud, crackling sounds",Optimal_2
"healthy ones will sound like a loud, crackling campfire.",Optimal_2
"healthy ones will sound like a loud, crackling campfire.",Optimal_2
"healthy ones will sound like a loud, crackling campfire.",Optimal_2
Healthy corals make loud sounds.,Optimal_2
healthy coral Reefs sound has a loud crackling sound.,Optimal_2
Healthy coral reefs produce more sound.,Optimal_2
healthy coral reefs produce many types of sounds.,Optimal_2
healthy coral reefs produce loud crackling sounds such as one similar to a campfire.,Optimal_2
healthy coral reefs make louder sounds.,Optimal_2
healthy coral reefs make loud sounds similar to a camp fire.,Optimal_2
"healthy coral reefs make clicking noises, similar to a campfire.",Optimal_2
"healthy coral reefs made loud, crackling sounds.",Optimal_2
"healthy coral reefs have loud, crackling sounds.",Optimal_2
"healthy coral reefs have loud, crackling sounds similar to a campfire.",Optimal_2
"healthy coral reefs have loud, crackling sounds like a campfire.",Optimal_2
"healthy coral reefs have loud, cackling sounds.",Optimal_2
Healthy coral reefs have loud crackling sounds.,Optimal_2
healthy coral reefs have crackling sounds like a campfire.,Optimal_2
healthy coral reefs have a loud crackling sound.,Optimal_2
healthy coral reefs have a loud crackling sound.,Optimal_2
"healthy coral reefs give off certain sounds, such as pops, clicks, whoops, growls and croaks.",Optimal_2
healthy coral reefs are loud and sound like a campfire.,Optimal_2
healthy coral reefs are loud and making a crackling sound that is similar to that of a campfire.,Optimal_2
healthy coral reefs are loud and have crackling sounds while full of lots of life and animals.,Optimal_2
healthier coral reefs make crackling and popping noises.,Optimal_2
crackling sounds mean it's unhealthy and a healthy coral reef sounds like lots of animals.,Optimal_2
coral reefs that are healthy will sound like a burning piece of wood.,Optimal_2
coral reefs that are healthy will sound like a burning campfire.,Optimal_2
coral reefs that are healthy sound similar to a campfire.,Optimal_2
"coral reefs can produce many different sounds, which can help scientists assess the well being of the reefs and their inhabitants, in the paragraph of listening for crackling sounds in a healthy reef",Optimal_2
"coral reefs can produce many different sounds, which can help scientists assess the well being of the reefs and their inhabitants, in the paragraph of listening for  Health for any crackling sounds.",Optimal_2
Animals that produce noise are abundant in healthy reefs.,Optimal_2
"animals make different noises, and animal living there shows how healthy the reef is.",Optimal_2
Animal sounds can be heard all throughout a healthy reef.,Optimal_2
Animal sounds abound on a healthy reef.,Optimal_2
an healthy coral reef make crackling sounds.,Optimal_2
"all the creatures living on and in it, tells scientists that the coral reef is healthy and living.",Optimal_2
A thriving reef with a wide variety of species will produce a wide range of sounds.,Optimal_2
A thriving reef will be alive with noises from the aquatic life that calls it home.,Optimal_2
A reef is healthier when it generates more sound.,Optimal_2
a large amount of noise and activity means a reef is healthy.,Optimal_2
a healthy reef will have many sounds that are loud and crackling,Optimal_2
a healthy reef will have many sounds coming from the marine animals that inhabit it.,Optimal_2
a healthy reef will be full of animals that make sounds.,Optimal_2
a healthy reef is full of noise making animals that make noises at different times for different reasons.,Optimal_2
A healthy reef is full of animals that make noise.,Optimal_2
a healthy reef is full of animals and if they are hearing sounds then they know there are animals in it.,Optimal_2
a healthy reef is full of animal noises.,Optimal_2
"A healthy reef is filled with live things, which are indicated by noise.",Optimal_2
"A healthy reef is characterized by the presence of live species, as shown by noise.",Optimal_2
a healthy reef has many animals that produce many different sounds.,Optimal_2
a healthy reef has animals that all make noise at all time of the day and night.,Optimal_2
a healthy reef consists of many different sounds that come from animals living in the corals.,Optimal_2
a healthy coral reef will make all times of sounds such as popping and growling.,Optimal_2
a healthy coral reef will have lots of activity which make sounds.,Optimal_2
a healthy coral reef will be alive and full of sounds.,Optimal_2
"a healthy coral reef makes loud noises like pops, clicks, whoops, growls, and croaks.",Optimal_2
a healthy coral reef makes cackling sounds so that indicates healthy coral.,Optimal_2
a healthy coral reef is loud.,Optimal_2
"a healthy coral reef has many sounds like pops, clicks, whoops, croaks, and growls.",Optimal_2
it can tells them if anything lives there if there are noises for food and mating.,Optimal_2
it shows them that there are lots of animals which helps them know the reef is healthy.,Optimal_2
it displays if the is marine life who inhabit coral and helps scientists infer if the coral is useful or not to the animals.,Optimal_2
"they can know if the coral is being used by marine life or not, displaying if it's well or being avoided by animals.",Optimal_2
unhealthier reefs are quieter.,Optimal_3
reefs that are in poor health are very quiet.,Optimal_3
unhealthy reefs are quieter and eerie.,Optimal_3
a reef that is degraded will sound eerie and quiet.,Optimal_3
coral reefs that aren't healthy will not make a lot of noise.,Optimal_3
they won't hear a lot of noise if the reefs are unhealthy.,Optimal_3
if the reefs are unhealthy there won't be animals to make noise.,Optimal_3
unhealthy reefs won't produce animal noises.,Optimal_3
a degraded reef will be quiet because there aren't any animals living there.,Optimal_3
they can tell through the lack of sound if a reef is in poor health.,Optimal_3
unhealthy reefs are quiet.,Optimal_3
unhealthy reefs are quiet and spooky.,Optimal_3
"a reef that is degraded will sound eerie and spooky, says Timothy AC Lamont.",Optimal_3
reefs in worse condition are quieter.,Optimal_3
"in bad health, reefs are quite silent.",Optimal_3
unhealthy reefs have a more unsettling silence.,Optimal_3
"a damaged reef will have a scary, silent, and unsettling sound.",Optimal_3
ill-healthy coral reefs don't produce much noise.,Optimal_3
"if the reefs are sick, they won't hear much noise.",Optimal_3
there won't be any creatures to create noise if the reefs are sick.,Optimal_3
"because there won't be any marine life, sick reefs will remain silent.",Optimal_3
a reef that has been deteriorated will be silent since no creatures will be residing there.,Optimal_3
"when a reef is unhealthy, they may tell by the absence of sound.",Optimal_3
ailing reefs are not loud,Optimal_3
ill-healthy reefs are quite silent.,Optimal_3
unhealthy reefs are more silent and unsettling.,Optimal_3
"a damaged reef will have a spooky, hushed sound.",Optimal_3
"a damaged reef will have a low, unsettling, almost scary sound.",Optimal_3
"if the reefs are sick, there won't be much noise.",Optimal_3
animals won't be there to provide noise if the reefs are unhealthy.,Optimal_3
animal sounds are absent on unhealthy reefs.,Optimal_3
"Due to a dearth of marine life, unhealthy reefs will stay silent.",Optimal_3
"If a reef is not doing well, they may tell by the absence of sound.",Optimal_3
Weaker reefs have a lower noise level.,Optimal_3
A sick reef makes relatively little noise.,Optimal_3
Ridiculously calm and creepy are sick reefs.,Optimal_3
"The sound of a deteriorated reef is quiet, unsettling, and almost ghostly.",Optimal_3
Unhealthy coral reefs won't create much noise.,Optimal_3
"Should the reefs are unhealthy, they won't hear much noise.",Optimal_3
Animals cannot produce noise if the reefs are unhealthy.,Optimal_3
due to the activity of its marine inhabitants while the damage is usually quieter or disturbing.,Optimal_3
the quieter the coral reefs are the more unhealthy it is.,Optimal_3
if the reef is dead it makes a spooky sound and that tells them if it is healthy or not.,Optimal_3
when coral reefs are unhealthy sound eerie and quiet.,Optimal_3
They tend to quite as animals abandon them when conditions aren’t suitable.,Optimal_3
the spooky sounds or quieter sounds help determine if they are damaged or healthy.,Optimal_3
"the sounds produced by a coral reef are possible indicators of damage, such as the uncharacteristic eerie quiet.",Optimal_3
they sound different when they are not healthy are quiet.,Optimal_3
if they here a quiet reef they know the reef is unhealthy and can help re-inhabit the reef.,Optimal_3
unhealthy coral reefs don't produce much sound.,Optimal_3
unhealthy reefs can produce eerie and quiet sounds.,Optimal_3
"if a coral reef is unhealthy, it will not make any sounds.",Optimal_3
they're quieter than others.,Optimal_3
if there are bad sounds they can access what is wrong with the environment.,Optimal_3
"if a coral reef is quiet, then that means that there are less fish around it.",Optimal_3
"the reef is home to a bunch of different marine life that makes a lot of different sounds at anytime, a reef that is damaged sounds very quiet.",Optimal_3
when a coral reef has no sound scientists can detect that the coral reef is unhealthy.,Optimal_3
reefs tend to go quite as animals abandon them when conditionals aren't sustainable.,Optimal_3
"they can make predictions on how well a reef is doing, by listen to see if the eerie sounds of a dead reef.",Optimal_3
unhealthy reefs would be quiet.,Optimal_3
"millions of animal species live in them, if the coral reef is not making any sound then it is dead and there are no animals living in it.",Optimal_3
"if a coral reef is silent, then it is probably unhealthy.",Optimal_3
a reef that isn't healthy will sound eerie and quiet.,Optimal_3
"scientists know that if it is quiet it is unhealthy, but if it is producing a lot of noise, they know it is healthy and has a lot of sea creatures living in it.",Optimal_3
they can tell when the reef's health starts to decline based on the sounds gradually getting quieter.,Optimal_3
unhealthy reefs are quieter.,Optimal_3
there is an audio recording underwater and if a coral reef isn't making a lot of sounds it is quiet and it is unhealthy.,Optimal_3
Marines biologist explained that degraded will sound eerie and quiet.,Optimal_3
unhealthy reefs are quieter.,Optimal_3
if the reef is unhealthy then it will be eerie and quiet.,Optimal_3
if it is quieter that means that the reef is unhealthy.,Optimal_3
"if a reef is quieter, that means it is unhealthy or in danger.",Optimal_3
scientists tend to go quiet as animals abandon them when conditions aren't suitable.,Optimal_3
"an unhealthy reef sounds eerie, quiet, and spooky.",Optimal_3
unhealthy coral reefs produce a quieter sounds.,Optimal_3
some of the sounds are bad sounds and scientists know that quiet reefs are unhealthy reefs.,Optimal_3
quiet reefs indicate unhealthy reefs.,Optimal_3
it will let them know it is unhealthy if it gets too quiet.,Optimal_3
they know that quieter reefs are unhealthier than nosier ones.,Optimal_3
if the coral reef is quieter it is unhealthy.,Optimal_3
its crackling sounds similar to a campfire and unhealthy reefs are much quieter.,Optimal_3
unhealthy coral reef sounds eerie and quiet.,Optimal_3
if the reef sounds eerie they will know that something is wrong with the reef or its inhabitants.,Optimal_3
unhealthy reefs make no noise.,Optimal_3
when it is degraded it will make a different sound that is spooky.,Optimal_3
when reefs are quite that means that animals of abandoned the area.,Optimal_3
a degraded reef will sound eerie and quiet.,Optimal_3
reefs tend to go quiet as animals abandon them when conditions aren't suitable.,Optimal_3
"it can tell if animals are living in them or not, because if animals are not living in them that means that they are unhealthy.",Optimal_3
"if the coral is making an eerie and quiet sound, they know that it is unhealthy.",Optimal_3
